Frequency,Channel A,Channel B
(ms),(mV),(V)

11.65999971,-141.85530000,-5.69236000
11.67999970,-141.85530000,-5.69236000
11.69999970,-141.85530000,-5.69236000
11.71999970,-141.85530000,-5.69236000
11.73999970,-141.85530000,-5.69236000
11.75999970,-141.85530000,-5.69236000
11.77999970,-141.85530000,-5.69236000
11.79999970,-145.79230000,-5.69236000
11.81999970,-145.79230000,-5.69236000
11.83999970,-141.85530000,-5.69236000
11.85999970,-141.85530000,-5.69236000
11.87999970,-145.79230000,-5.69236000
11.89999970,-141.85530000,-5.69236000
11.91999970,-141.85530000,-5.69236000
11.93999970,-137.91830000,-5.69236000
11.95999970,-145.79230000,-5.69236000
11.97999970,-137.91830000,-5.69236000
11.99999970,-145.79230000,-5.69236000
12.01999970,-141.85530000,-5.69236000
12.03999970,-137.91830000,-5.69236000
12.05999970,-145.79230000,-5.69236000
12.07999969,-141.85530000,-5.77140800
12.09999969,-145.79230000,-5.69236000
12.11999969,-145.79230000,-5.69236000
12.13999969,-141.85530000,-5.69236000
12.15999969,-141.85530000,-5.69236000
12.17999969,-145.79230000,-5.69236000
12.19999969,-141.85530000,-5.69236000
12.21999969,-141.85530000,-5.69236000
12.23999969,-137.91830000,-5.61331200
12.25999969,-141.85530000,-5.69236000
12.27999969,-141.85530000,-5.61331200
12.29999969,-141.85530000,-5.61331200
12.31999969,-141.85530000,-5.61331200
12.33999969,-137.91830000,-5.61331200
12.35999969,-137.91830000,-5.61331200
12.37999969,-137.91830000,-5.61331200
12.39999969,-141.85530000,-5.61331200
12.41999969,-141.85530000,-5.53426500
12.43999969,-137.91830000,-5.53426500
12.45999969,-141.85530000,-5.53426500
12.47999968,-137.91830000,-5.53426500
12.49999968,-137.91830000,-5.61331200
12.51999968,-137.91830000,-5.53426500
12.53999968,-137.91830000,-5.53426500
12.55999968,-137.91830000,-5.53426500
12.57999968,-133.98130000,-5.53426500
12.59999968,-141.85530000,-5.53426500
12.61999968,-133.98130000,-5.53426500
12.63999968,-133.98130000,-5.53426500
12.65999968,-133.98130000,-5.45521700
12.67999968,-133.98130000,-5.45521700
12.69999968,-133.98130000,-5.45521700
12.71999968,-137.91830000,-5.45521700
12.73999968,-133.98130000,-5.45521700
12.75999968,-133.98130000,-5.45521700
12.77999968,-133.98130000,-5.45521700
12.79999968,-137.91830000,-5.45521700
12.81999968,-133.98130000,-5.37616800
12.83999968,-133.98130000,-5.37616800
12.85999968,-133.98130000,-5.37616800
12.87999967,-137.91830000,-5.37616800
12.89999967,-133.98130000,-5.37616800
12.91999967,-133.98130000,-5.29712100
12.93999967,-130.02890000,-5.29712100
12.95999967,-130.02890000,-5.29712100
12.97999967,-130.02890000,-5.29712100
12.99999967,-133.98130000,-5.29712100
13.01999967,-133.98130000,-5.21807300
13.03999967,-130.02890000,-5.21807300
13.05999967,-126.09190000,-5.21807300
